student_id,department,cgpa,aptitude_score,technical_score,projects_count,internships_count,dsa_problems_solved,backlogs_count,certifications_count,soft_skills_score,placement_score,is_placed,hiring_tier,ctc_lpa
STU-1513,Civil Engineering,6.96,63,64,1,1,119,0,4,78,72.11,1,Tier 2 Tech,15.93
STU-1514,Computer Science,5.0,74,43,2,0,69,0,2,82,62.64,1,Tier 3 Enterprise,6.52
STU-1515,Computer Science,7.45,76,82,1,1,76,0,1,87,74.79,1,Tier 2 Tech,12.19
STU-1516,Information Science,9.17,55,94,5,0,15,0,0,80,77.65,1,Tier 2 Tech,11.9
STU-1517,Mechanical Engineering,8.62,86,75,2,2,180,0,3,50,100.73,1,Tier 1 Product,20.87
STU-1518,Artificial Intelligence & Machine Learning,8.66,80,87,0,0,105,0,2,61,79.88,1,Tier 2 Tech,15.79
STU-1519,Computer Science,8.96,62,68,1,1,16,0,3,72,69.07,1,Tier 2 Tech,15.61
STU-1520,Electronics & Communication,7.7,50,75,1,0,51,3,3,75,16.27,0,Unplaced,0.0
STU-1521,Information Science,7.82,69,79,3,0,182,0,4,84,83.13,1,Tier 2 Tech,10.46
STU-1522,Artificial Intelligence & Machine Learning,6.92,65,84,1,1,92,0,1,74,71.02,1,Tier 2 Tech,16.63
STU-1523,Mechanical Engineering,7.25,73,62,1,0,12,2,1,74,27.99,0,Unplaced,0.0
STU-1524,Mechanical Engineering,8.28,66,65,3,1,51,0,1,76,77.8,1,Tier 2 Tech,13.89
STU-1525,Information Science,8.92,43,74,3,0,30,0,1,70,75.56,1,Tier 2 Tech,12.79
STU-1526,Information Science,7.45,66,58,2,0,80,0,0,75,58.86,1,Tier 3 Enterprise,4.07
STU-1527,Computer Science,7.1,67,82,0,1,203,0,1,87,75.82,1,Tier 2 Tech,11.83
STU-1528,Computer Science,7.6,80,88,1,0,63,0,0,72,73.56,1,Tier 2 Tech,14.41
STU-1529,Civil Engineering,8.26,62,81,2,0,62,0,3,73,74.85,1,Tier 2 Tech,8.9
STU-1530,Mechanical Engineering,6.01,95,72,1,2,259,0,1,73,85.95,1,Tier 2 Tech,12.6
STU-1531,Artificial Intelligence & Machine Learning,5.07,45,53,1,0,94,1,2,89,45.68,0,Unplaced,0.0
STU-1532,Artificial Intelligence & Machine Learning,6.99,90,66,0,0,91,0,0,60,65.31,1,Tier 3 Enterprise,7.97
STU-1533,Electronics & Communication,6.26,68,58,2,0,33,0,0,95,64.74,1,Tier 3 Enterprise,6.87
STU-1534,Mechanical Engineering,7.04,84,65,0,0,102,0,1,59,60.06,1,Tier 3 Enterprise,6.19
STU-1535,Artificial Intelligence & Machine Learning,7.44,73,56,0,1,94,0,1,66,68.5,1,Tier 2 Tech,13.33
STU-1536,Mechanical Engineering,7.1,87,71,5,0,55,1,1,82,57.44,1,Tier 3 Enterprise,4.18
STU-1537,Computer Science,9.2,66,85,3,1,480,0,1,86,103.97,1,Tier 1 Product,40.98
STU-1538,Information Science,7.96,56,83,2,0,234,1,2,57,60.93,1,Tier 3 Enterprise,7.71
STU-1539,Computer Science,7.93,91,76,3,0,152,0,5,60,86.36,1,Tier 2 Tech,14.82
STU-1540,Artificial Intelligence & Machine Learning,8.28,70,76,1,0,84,1,0,77,54.05,0,Unplaced,0.0
STU-1541,Electronics & Communication,6.35,75,54,2,1,68,0,2,100,73.57,1,Tier 2 Tech,8.99
STU-1542,Computer Science,8.74,89,82,2,3,22,0,1,88,99.73,1,Tier 2 Tech,10.08
STU-1543,Electronics & Communication,7.52,57,79,1,1,40,1,3,71,52.07,0,Unplaced,0.0
STU-1544,Electronics & Communication,8.34,80,67,3,3,163,1,1,45,69.04,1,Tier 2 Tech,9.84
STU-1545,Information Science,6.42,63,64,4,0,66,0,1,74,70.25,1,Tier 2 Tech,13.2
STU-1546,Computer Science,5.89,70,61,1,0,235,3,2,78,25.54,0,Unplaced,0.0
STU-1547,Electronics & Communication,8.5,73,72,2,0,17,0,2,69,76.99,1,Tier 2 Tech,10.08
STU-1548,Information Science,8.01,50,70,3,0,78,0,2,63,71.8,1,Tier 2 Tech,14.96
STU-1549,Mechanical Engineering,6.61,61,67,0,0,114,0,1,75,61.21,1,Tier 3 Enterprise,6.18
STU-1550,Information Science,6.64,90,53,5,0,80,1,3,62,56.77,1,Tier 3 Enterprise,4.07
STU-1551,Civil Engineering,8.84,84,86,1,0,242,3,4,96,46.9,0,Unplaced,0.0
STU-1552,Electronics & Communication,6.29,71,53,3,0,480,0,1,92,75.07,1,Tier 2 Tech,15.44
STU-1553,Electronics & Communication,9.41,75,97,4,0,13,0,4,81,86.49,1,Tier 2 Tech,9.89
STU-1554,Civil Engineering,6.61,67,88,4,0,15,0,1,75,71.44,1,Tier 2 Tech,16.25
STU-1555,Information Science,8.3,90,69,1,2,15,0,0,66,78.54,1,Tier 2 Tech,11.55
STU-1556,Computer Science,7.24,69,75,3,0,125,0,3,73,74.96,1,Tier 2 Tech,11.39
STU-1557,Computer Science,8.26,75,70,1,1,51,0,2,93,85.62,1,Tier 2 Tech,8.12
STU-1558,Mechanical Engineering,7.0,88,78,3,1,145,0,1,84,80.75,1,Tier 2 Tech,17.88
STU-1559,Electronics & Communication,7.42,61,58,1,0,57,0,5,76,58.47,1,Tier 3 Enterprise,6.45
STU-1560,Electronics & Communication,7.65,93,78,3,0,108,0,1,85,77.62,1,Tier 2 Tech,12.23
STU-1561,Computer Science,6.5,50,55,3,0,161,1,1,80,47.11,0,Unplaced,0.0
STU-1562,Computer Science,8.41,94,77,4,1,87,0,0,78,91.7,1,Tier 2 Tech,8.97
STU-1563,Computer Science,7.04,66,58,2,0,85,0,1,85,70.93,1,Tier 2 Tech,14.99
STU-1564,Information Science,7.35,68,79,1,0,10,0,3,80,67.3,1,Tier 2 Tech,10.83
STU-1565,Electronics & Communication,6.51,45,55,1,0,58,0,1,84,48.21,0,Unplaced,0.0
STU-1566,Information Science,5.0,65,57,0,2,86,0,2,75,68.55,1,Tier 2 Tech,17.88
STU-1567,Information Science,7.39,57,67,3,0,68,0,0,70,67.44,1,Tier 2 Tech,17.51
STU-1568,Artificial Intelligence & Machine Learning,9.9,63,90,3,1,254,4,0,67,42.18,0,Unplaced,0.0
STU-1569,Computer Science,8.46,70,81,4,1,260,0,0,65,89.96,1,Tier 1 Product,35.65
STU-1570,Information Science,7.58,85,65,1,2,189,0,0,54,82.33,1,Tier 2 Tech,17.71
STU-1571,Mechanical Engineering,7.31,74,72,1,1,51,0,3,63,71.84,1,Tier 2 Tech,9.06
STU-1572,Information Science,7.62,76,88,5,1,138,0,3,62,92.05,1,Tier 2 Tech,10.8
STU-1573,Electronics & Communication,8.2,56,69,4,2,55,2,2,67,52.69,0,Unplaced,0.0
STU-1574,Civil Engineering,6.3,59,74,1,1,29,3,0,92,16.99,0,Unplaced,0.0
STU-1575,Artificial Intelligence & Machine Learning,8.83,97,97,4,0,46,0,2,72,85.89,1,Tier 2 Tech,10.53
STU-1576,Computer Science,8.39,61,70,2,0,8,0,3,76,69.5,1,Tier 2 Tech,8.72
STU-1577,Artificial Intelligence & Machine Learning,8.39,95,64,0,1,44,1,1,77,64.56,1,Tier 3 Enterprise,7.89
STU-1578,Information Science,8.08,68,79,2,2,67,0,2,93,91.06,1,Tier 2 Tech,8.6
STU-1579,Computer Science,7.62,72,67,3,1,342,1,5,67,72.73,1,Tier 2 Tech,16.57
STU-1580,Information Science,8.34,86,97,1,1,41,1,3,71,75.99,1,Tier 2 Tech,15.68
STU-1581,Artificial Intelligence & Machine Learning,8.25,89,78,3,1,256,0,4,72,96.25,1,Tier 1 Product,27.02
STU-1582,Information Science,7.21,70,61,1,0,28,3,0,87,13.4,0,Unplaced,0.0
STU-1583,Computer Science,6.97,66,56,2,1,23,3,3,90,22.74,0,Unplaced,0.0
STU-1584,Electronics & Communication,7.71,71,84,2,0,80,2,0,79,44.68,0,Unplaced,0.0
STU-1585,Computer Science,9.3,76,80,2,3,122,0,1,88,98.41,1,Tier 2 Tech,8.19
STU-1586,Computer Science,6.24,84,62,4,1,4,0,0,76,73.0,1,Tier 2 Tech,8.06
STU-1587,Computer Science,5.99,72,69,2,1,27,0,0,71,61.52,1,Tier 3 Enterprise,4.82
STU-1588,Computer Science,7.78,80,69,2,0,66,0,2,88,74.31,1,Tier 2 Tech,12.94
STU-1589,Computer Science,7.66,94,72,3,0,44,0,3,79,83.61,1,Tier 2 Tech,12.58
STU-1590,Computer Science,7.79,77,74,3,0,137,0,1,65,75.75,1,Tier 2 Tech,13.85
STU-1591,Electronics & Communication,7.87,76,81,0,1,78,0,0,85,68.19,1,Tier 2 Tech,15.72
STU-1592,Computer Science,7.35,50,76,1,1,19,0,2,71,66.84,1,Tier 3 Enterprise,5.51
STU-1593,Computer Science,9.24,35,83,4,0,247,0,1,70,85.39,1,Tier 1 Product,21.85
STU-1594,Civil Engineering,5.84,77,59,3,1,38,0,0,84,64.74,1,Tier 3 Enterprise,7.2
STU-1595,Information Science,6.69,70,61,2,2,144,1,2,72,64.71,1,Tier 3 Enterprise,5.33
STU-1596,Electronics & Communication,7.49,64,57,4,0,166,0,0,78,75.74,1,Tier 2 Tech,10.87
STU-1597,Computer Science,5.79,75,60,1,1,363,0,1,81,77.75,1,Tier 2 Tech,15.64
STU-1598,Computer Science,7.41,71,90,3,1,75,3,1,64,38.37,0,Unplaced,0.0
STU-1599,Computer Science,9.43,87,78,1,1,105,0,3,78,86.35,1,Tier 2 Tech,17.34
STU-1600,Computer Science,7.62,73,65,2,1,44,0,3,90,79.63,1,Tier 2 Tech,17.15
STU-1601,Computer Science,7.85,61,66,4,1,124,1,4,62,67.03,1,Tier 2 Tech,9.37
STU-1602,Computer Science,6.21,85,68,2,3,68,1,1,79,64.3,1,Tier 3 Enterprise,6.01
STU-1603,Computer Science,6.92,68,71,6,0,63,0,0,64,68.34,1,Tier 2 Tech,8.93
STU-1604,Computer Science,7.19,79,67,3,1,212,2,2,86,59.85,1,Tier 3 Enterprise,7.84
STU-1605,Information Science,7.25,65,60,4,0,5,2,1,86,41.07,0,Unplaced,0.0
STU-1606,Computer Science,9.01,62,85,6,0,235,0,4,69,90.56,1,Tier 1 Product,23.17
STU-1607,Information Science,8.21,73,62,1,0,210,0,3,100,78.44,1,Tier 2 Tech,9.97
STU-1608,Information Science,6.38,72,64,1,0,77,0,1,87,66.35,1,Tier 3 Enterprise,7.56
STU-1609,Electronics & Communication,7.87,78,83,3,3,74,0,4,82,90.49,1,Tier 2 Tech,17.68
STU-1610,Computer Science,8.15,68,64,0,2,49,0,1,81,74.7,1,Tier 2 Tech,14.98
STU-1611,Mechanical Engineering,8.85,46,67,1,0,480,1,2,85,53.83,0,Unplaced,0.0
STU-1612,Electronics & Communication,9.34,65,100,2,1,12,0,3,62,84.16,1,Tier 2 Tech,9.21
STU-1613,Computer Science,6.48,83,57,0,1,98,0,0,76,63.88,1,Tier 3 Enterprise,5.94
STU-1614,Civil Engineering,6.71,67,77,2,2,125,0,3,78,81.4,1,Tier 2 Tech,16.17
STU-1615,Artificial Intelligence & Machine Learning,6.22,68,60,4,1,299,0,2,69,79.28,1,Tier 2 Tech,13.72
STU-1616,Computer Science,7.34,85,69,3,0,166,0,0,79,73.77,1,Tier 2 Tech,9.33
STU-1617,Computer Science,8.11,62,81,2,1,113,0,2,88,85.91,1,Tier 2 Tech,9.72
STU-1618,Mechanical Engineering,8.69,50,72,4,1,13,0,0,68,81.39,1,Tier 2 Tech,16.64
STU-1619,Electronics & Communication,7.52,69,73,3,1,51,1,0,73,58.17,1,Tier 3 Enterprise,6.11
STU-1620,Computer Science,7.25,65,66,1,2,16,0,1,64,82.04,1,Tier 2 Tech,15.06
STU-1621,Computer Science,7.77,58,60,5,2,234,0,1,52,82.2,1,Tier 2 Tech,11.73
STU-1622,Information Science,6.68,69,68,2,1,152,0,1,83,80.32,1,Tier 2 Tech,13.32
STU-1623,Information Science,9.9,78,88,0,1,155,0,3,73,87.66,1,Tier 2 Tech,17.77
STU-1624,Electronics & Communication,5.83,71,57,2,3,116,0,1,74,76.63,1,Tier 2 Tech,11.3
STU-1625,Information Science,7.8,76,62,2,0,77,0,2,62,72.05,1,Tier 2 Tech,14.75
STU-1626,Information Science,9.83,97,100,2,0,17,1,2,71,67.16,1,Tier 2 Tech,9.73
STU-1627,Electronics & Communication,7.61,67,81,2,0,44,0,1,87,69.68,1,Tier 2 Tech,9.22
STU-1628,Computer Science,7.39,75,80,1,2,16,0,3,74,84.32,1,Tier 2 Tech,15.84
STU-1629,Computer Science,7.21,64,66,0,1,141,0,0,74,60.7,1,Tier 3 Enterprise,7.38
STU-1630,Electronics & Communication,7.4,60,53,1,0,19,2,2,76,34.9,0,Unplaced,0.0
STU-1631,Civil Engineering,9.11,63,100,3,3,133,0,3,59,101.87,1,Tier 2 Tech,14.68
STU-1632,Information Science,5.17,65,52,5,1,129,1,0,81,59.61,1,Tier 3 Enterprise,4.63
STU-1633,Information Science,9.29,77,78,3,2,67,0,3,58,96.89,1,Tier 2 Tech,10.41
STU-1634,Computer Science,6.03,100,64,4,0,15,0,2,62,79.23,1,Tier 2 Tech,17.11
STU-1635,Information Science,7.31,61,82,0,1,41,1,0,61,55.57,1,Tier 3 Enterprise,5.15
STU-1636,Information Science,7.13,66,68,2,1,42,1,0,71,57.37,1,Tier 3 Enterprise,7.28
STU-1637,Computer Science,8.25,71,90,3,1,132,0,1,69,87.36,1,Tier 2 Tech,10.86
STU-1638,Computer Science,5.84,77,69,2,1,13,0,4,73,70.78,1,Tier 2 Tech,17.39
STU-1639,Information Science,8.11,75,66,3,2,194,0,1,63,89.99,1,Tier 1 Product,39.95
STU-1640,Computer Science,9.83,89,83,6,0,157,0,1,86,92.14,1,Tier 2 Tech,8.43
STU-1641,Computer Science,6.1,38,70,2,2,22,2,2,84,43.32,0,Unplaced,0.0
STU-1642,Computer Science,7.81,38,47,1,0,139,0,1,71,55.06,1,Tier 3 Enterprise,7.08
STU-1643,Computer Science,6.87,65,65,2,0,121,0,2,68,70.95,1,Tier 2 Tech,9.69
STU-1644,Computer Science,8.07,87,62,1,0,151,1,1,67,55.67,1,Tier 3 Enterprise,4.86
STU-1645,Civil Engineering,7.62,50,68,2,0,23,0,4,70,62.38,1,Tier 3 Enterprise,5.84
STU-1646,Electronics & Communication,6.89,35,64,1,0,18,0,1,57,52.14,0,Unplaced,0.0
STU-1647,Electronics & Communication,8.14,79,73,3,2,29,1,3,62,69.82,1,Tier 2 Tech,13.76
STU-1648,Mechanical Engineering,9.58,75,83,0,1,50,0,2,84,80.75,1,Tier 2 Tech,11.26
STU-1649,Information Science,7.39,56,60,3,0,173,0,1,77,73.33,1,Tier 2 Tech,13.75
STU-1650,Computer Science,8.39,58,100,3,1,147,0,1,93,88.14,1,Tier 2 Tech,9.71
STU-1651,Information Science,6.18,58,80,4,0,285,0,3,70,85.39,1,Tier 2 Tech,8.22
STU-1652,Electronics & Communication,6.55,73,52,1,0,6,0,0,69,55.25,1,Tier 3 Enterprise,6.28
STU-1653,Electronics & Communication,8.12,63,92,0,1,1,0,1,69,73.0,1,Tier 2 Tech,13.17
STU-1654,Information Science,9.23,78,81,1,1,132,3,1,70,45.37,0,Unplaced,0.0
STU-1655,Computer Science,7.99,35,77,6,1,36,3,2,66,30.47,0,Unplaced,0.0
STU-1656,Computer Science,7.26,60,69,2,0,44,1,3,77,56.41,1,Tier 3 Enterprise,6.76
STU-1657,Information Science,7.6,56,66,1,1,87,0,3,74,70.51,1,Tier 2 Tech,14.5
STU-1658,Electronics & Communication,6.22,68,71,2,1,11,3,3,67,21.05,0,Unplaced,0.0
STU-1659,Electronics & Communication,8.26,64,79,1,3,113,0,2,89,82.16,1,Tier 2 Tech,16.97
STU-1660,Information Science,8.57,83,75,3,0,43,0,1,96,76.59,1,Tier 2 Tech,12.59
STU-1661,Artificial Intelligence & Machine Learning,7.1,45,55,2,1,110,1,0,87,49.03,0,Unplaced,0.0
STU-1662,Electronics & Communication,7.08,72,59,0,1,197,0,2,80,72.61,1,Tier 2 Tech,8.08
STU-1663,Computer Science,7.89,79,58,2,3,20,0,4,83,83.16,1,Tier 2 Tech,14.31
STU-1664,Computer Science,7.12,97,69,3,0,293,1,1,96,75.28,1,Tier 2 Tech,14.75
STU-1665,Computer Science,7.53,65,60,3,1,83,0,1,83,78.47,1,Tier 2 Tech,13.21
STU-1666,Computer Science,9.9,76,88,3,0,281,0,2,66,99.35,1,Tier 1 Product,34.54
STU-1667,Computer Science,7.33,46,84,1,1,25,0,2,78,71.94,1,Tier 2 Tech,11.24
STU-1668,Computer Science,7.21,38,81,0,0,102,2,1,81,33.62,0,Unplaced,0.0
STU-1669,Computer Science,6.89,83,66,1,0,56,0,2,62,69.31,1,Tier 2 Tech,9.49
STU-1670,Computer Science,8.42,71,78,3,1,163,0,5,70,90.34,1,Tier 2 Tech,14.65
STU-1671,Civil Engineering,7.4,88,89,5,0,102,0,2,87,88.74,1,Tier 2 Tech,10.45
STU-1672,Computer Science,6.89,52,72,1,0,75,0,1,52,62.51,1,Tier 3 Enterprise,5.83
STU-1673,Information Science,9.05,79,81,2,0,268,3,0,58,38.81,0,Unplaced,0.0
STU-1674,Information Science,9.16,98,71,2,0,52,0,0,71,80.5,1,Tier 2 Tech,12.92
STU-1675,Artificial Intelligence & Machine Learning,6.94,77,71,0,3,27,0,0,78,76.14,1,Tier 2 Tech,12.77
STU-1676,Computer Science,5.55,75,64,0,1,103,0,4,57,64.98,1,Tier 3 Enterprise,6.39
STU-1677,Information Science,8.71,72,75,0,2,107,2,2,72,51.16,0,Unplaced,0.0
STU-1678,Artificial Intelligence & Machine Learning,6.85,50,69,0,0,63,0,0,87,62.03,1,Tier 3 Enterprise,4.12
STU-1679,Civil Engineering,8.47,90,76,1,2,73,0,1,74,91.73,1,Tier 2 Tech,17.9
STU-1680,Mechanical Engineering,5.43,63,53,2,1,352,0,1,85,67.81,1,Tier 2 Tech,15.16
STU-1681,Computer Science,8.58,79,55,3,1,145,0,1,66,87.09,1,Tier 2 Tech,12.25
STU-1682,Computer Science,6.27,50,59,6,1,12,2,2,64,44.54,0,Unplaced,0.0
STU-1683,Electronics & Communication,8.4,55,88,3,1,26,2,3,84,52.77,0,Unplaced,0.0
STU-1684,Artificial Intelligence & Machine Learning,7.62,92,66,2,1,408,2,1,78,61.56,1,Tier 3 Enterprise,4.77
STU-1685,Electronics & Communication,6.55,67,64,2,0,142,2,1,59,37.14,0,Unplaced,0.0
STU-1686,Electronics & Communication,7.15,92,61,1,0,271,1,2,64,58.28,1,Tier 3 Enterprise,4.32
STU-1687,Computer Science,8.35,70,82,1,1,39,0,2,92,81.06,1,Tier 2 Tech,14.72
STU-1688,Mechanical Engineering,7.72,46,71,3,1,148,1,2,62,60.3,1,Tier 3 Enterprise,5.27
STU-1689,Computer Science,8.24,84,68,1,0,137,0,2,85,73.86,1,Tier 2 Tech,10.29
STU-1690,Computer Science,9.77,63,100,0,0,38,0,3,68,77.29,1,Tier 2 Tech,11.8
STU-1691,Information Science,5.88,81,68,0,1,88,0,1,73,72.94,1,Tier 2 Tech,13.93
STU-1692,Information Science,9.38,72,80,3,2,108,3,1,77,54.47,0,Unplaced,0.0
STU-1693,Computer Science,7.71,50,78,2,0,72,0,1,48,66.3,1,Tier 3 Enterprise,6.69
STU-1694,Computer Science,6.61,74,70,2,0,193,1,2,56,58.57,1,Tier 3 Enterprise,6.58
STU-1695,Electronics & Communication,6.14,100,67,5,2,196,0,2,75,92.8,1,Tier 2 Tech,16.63
STU-1696,Computer Science,7.39,78,54,2,1,209,0,1,65,81.08,1,Tier 2 Tech,10.19
STU-1697,Electronics & Communication,8.61,71,90,0,0,178,0,1,85,70.83,1,Tier 2 Tech,14.37
STU-1698,Computer Science,7.46,87,65,5,2,73,0,2,54,95.85,1,Tier 2 Tech,9.01
STU-1699,Information Science,9.26,74,82,2,1,52,0,1,80,92.75,1,Tier 2 Tech,13.48
STU-1700,Information Science,6.0,74,86,1,1,195,0,1,57,72.87,1,Tier 2 Tech,13.84
STU-1701,Computer Science,7.59,56,75,4,3,74,1,2,69,78.29,1,Tier 2 Tech,10.16
STU-1702,Computer Science,6.22,75,57,4,2,31,0,2,61,82.98,1,Tier 2 Tech,11.92
STU-1703,Computer Science,8.0,86,53,4,0,77,0,2,96,79.02,1,Tier 2 Tech,16.27
STU-1704,Computer Science,8.58,60,94,4,0,16,0,3,57,85.18,1,Tier 2 Tech,9.48
STU-1705,Artificial Intelligence & Machine Learning,7.14,91,55,0,0,129,0,5,72,71.62,1,Tier 2 Tech,12.35
STU-1706,Computer Science,5.0,70,41,3,0,45,0,0,53,50.54,0,Unplaced,0.0
STU-1707,Mechanical Engineering,7.82,59,71,0,0,33,0,1,93,58.29,1,Tier 3 Enterprise,7.73
STU-1708,Computer Science,8.08,85,90,0,0,344,0,1,78,82.57,1,Tier 1 Product,30.1
STU-1709,Electronics & Communication,8.04,67,84,4,2,165,0,1,75,84.67,1,Tier 2 Tech,15.25
STU-1710,Mechanical Engineering,8.96,82,82,5,2,170,1,3,91,93.41,1,Tier 2 Tech,16.27
STU-1711,Electronics & Communication,6.42,67,66,2,1,107,1,3,75,58.38,1,Tier 3 Enterprise,4.82
STU-1712,Information Science,8.35,71,72,1,1,201,0,2,76,78.12,1,Tier 2 Tech,10.18
STU-1713,Information Science,8.91,78,84,1,0,156,0,1,75,79.95,1,Tier 2 Tech,15.59
STU-1714,Computer Science,5.64,76,57,1,0,100,0,0,80,61.19,1,Tier 3 Enterprise,7.01
STU-1715,Artificial Intelligence & Machine Learning,7.95,44,85,3,0,357,0,2,68,75.76,1,Tier 2 Tech,8.6
STU-1716,Mechanical Engineering,7.05,56,78,1,1,23,1,3,71,56.45,1,Tier 3 Enterprise,5.29
STU-1717,Artificial Intelligence & Machine Learning,7.51,85,77,1,0,315,0,0,83,82.4,1,Tier 2 Tech,11.99
STU-1718,Computer Science,7.98,70,72,0,2,56,0,0,77,75.56,1,Tier 2 Tech,16.29
STU-1719,Electronics & Communication,7.06,64,75,2,1,82,0,2,72,72.59,1,Tier 2 Tech,12.22
STU-1720,Artificial Intelligence & Machine Learning,6.86,52,65,0,0,14,3,2,57,12.92,0,Unplaced,0.0
STU-1721,Computer Science,7.64,56,62,6,0,85,1,1,91,57.98,1,Tier 3 Enterprise,7.7
STU-1722,Computer Science,6.4,43,59,1,1,103,1,1,66,40.33,0,Unplaced,0.0
STU-1723,Electronics & Communication,6.41,70,64,3,2,480,0,3,85,91.05,1,Tier 2 Tech,17.97
STU-1724,Electronics & Communication,8.35,63,87,7,1,406,0,1,76,88.47,1,Tier 1 Product,36.74
STU-1725,Mechanical Engineering,6.34,58,60,0,0,373,0,3,58,60.95,1,Tier 3 Enterprise,6.67
STU-1726,Computer Science,8.33,71,66,3,1,47,0,3,89,89.35,1,Tier 2 Tech,11.92
STU-1727,Mechanical Engineering,8.11,77,77,0,0,480,0,2,77,74.95,1,Tier 2 Tech,8.67
STU-1728,Computer Science,5.7,100,58,2,3,66,0,2,90,84.63,1,Tier 2 Tech,13.73
STU-1729,Computer Science,6.85,50,68,1,1,210,0,2,71,73.91,1,Tier 2 Tech,11.62
STU-1730,Computer Science,8.91,88,92,1,1,26,1,0,82,70.66,1,Tier 2 Tech,11.51
STU-1731,Mechanical Engineering,6.52,85,74,2,0,77,0,2,52,65.63,1,Tier 3 Enterprise,6.75
STU-1732,Electronics & Communication,7.09,61,62,0,1,371,0,4,67,72.04,1,Tier 2 Tech,12.64
STU-1733,Information Science,8.11,74,70,1,0,323,0,0,58,75.23,1,Tier 2 Tech,15.52
STU-1734,Information Science,8.46,65,69,1,0,126,0,1,69,71.09,1,Tier 2 Tech,11.98
STU-1735,Civil Engineering,7.32,74,77,4,0,175,0,2,79,81.49,1,Tier 2 Tech,9.51
STU-1736,Information Science,6.94,93,82,3,2,21,0,3,66,101.19,1,Tier 2 Tech,12.61
STU-1737,Mechanical Engineering,9.16,80,82,0,1,140,0,1,84,75.85,1,Tier 2 Tech,17.51
STU-1738,Information Science,9.51,79,85,7,0,105,0,0,63,89.56,1,Tier 2 Tech,16.02
STU-1739,Information Science,8.68,65,96,1,2,10,0,2,84,90.97,1,Tier 2 Tech,10.06
STU-1740,Information Science,7.69,51,78,2,0,13,0,2,89,70.32,1,Tier 2 Tech,11.91
STU-1741,Computer Science,6.71,69,70,2,0,12,0,2,86,66.02,1,Tier 3 Enterprise,7.71
STU-1742,Electronics & Communication,6.69,88,53,2,0,141,0,1,69,73.83,1,Tier 2 Tech,9.24
STU-1743,Information Science,8.17,50,84,2,1,16,0,1,48,64.71,1,Tier 3 Enterprise,5.02
STU-1744,Computer Science,8.06,57,67,3,1,69,1,1,80,60.29,1,Tier 3 Enterprise,5.05
STU-1745,Civil Engineering,9.14,73,73,0,1,48,0,1,72,76.51,1,Tier 2 Tech,13.71
STU-1746,Information Science,8.32,58,75,1,1,87,0,1,62,72.11,1,Tier 2 Tech,12.11
STU-1747,Information Science,5.95,60,53,2,0,134,2,1,67,37.41,0,Unplaced,0.0
STU-1748,Artificial Intelligence & Machine Learning,8.76,66,79,3,1,126,1,1,91,72.69,1,Tier 2 Tech,8.8
STU-1749,Electronics & Communication,6.5,52,49,2,0,79,3,1,60,6.35,0,Unplaced,0.0
STU-1750,Computer Science,7.18,58,79,1,1,68,0,2,79,71.22,1,Tier 2 Tech,14.29
STU-1751,Artificial Intelligence & Machine Learning,7.88,81,86,3,1,55,0,0,76,86.08,1,Tier 2 Tech,8.99
STU-1752,Electronics & Communication,9.8,53,70,1,1,217,0,4,69,79.14,1,Tier 2 Tech,14.06
STU-1753,Computer Science,9.9,49,100,2,1,44,0,3,81,90.71,1,Tier 2 Tech,13.07
STU-1754,Computer Science,8.27,63,70,6,1,33,3,2,93,44.45,0,Unplaced,0.0
STU-1755,Mechanical Engineering,7.4,82,79,3,0,149,0,0,70,81.06,1,Tier 2 Tech,12.94
STU-1756,Electronics & Communication,8.19,69,76,0,2,49,2,2,71,45.22,0,Unplaced,0.0
STU-1757,Information Science,8.58,65,80,2,0,206,0,1,81,73.32,1,Tier 2 Tech,8.67
STU-1758,Civil Engineering,7.25,72,68,4,0,43,0,0,85,63.86,1,Tier 3 Enterprise,6.56
STU-1759,Mechanical Engineering,9.57,47,100,0,1,133,2,2,72,47.77,0,Unplaced,0.0
STU-1760,Computer Science,7.85,78,62,3,1,5,1,0,70,64.16,1,Tier 3 Enterprise,5.73
STU-1761,Computer Science,8.15,77,83,3,0,53,3,1,47,31.98,0,Unplaced,0.0
STU-1762,Computer Science,8.33,66,89,3,2,46,1,2,64,75.04,1,Tier 2 Tech,12.11
STU-1763,Electronics & Communication,8.06,86,83,2,3,186,0,1,60,87.33,1,Tier 1 Product,32.31
STU-1764,Computer Science,8.52,56,100,3,1,375,0,3,82,104.15,1,Tier 1 Product,32.55
STU-1765,Electronics & Communication,6.92,87,62,0,1,67,2,1,71,43.78,0,Unplaced,0.0
STU-1766,Mechanical Engineering,6.99,74,77,3,1,191,0,2,70,74.61,1,Tier 2 Tech,8.15
STU-1767,Civil Engineering,6.39,67,62,1,0,132,0,0,73,59.34,1,Tier 3 Enterprise,4.5
STU-1768,Computer Science,8.08,71,88,5,1,376,0,1,63,91.24,1,Tier 1 Product,23.68
STU-1769,Mechanical Engineering,8.46,70,79,1,2,183,0,1,92,80.86,1,Tier 2 Tech,14.78
STU-1770,Computer Science,8.1,89,72,6,3,8,0,1,89,90.21,1,Tier 2 Tech,13.77
STU-1771,Mechanical Engineering,9.44,56,100,4,2,137,1,1,93,89.54,1,Tier 2 Tech,15.58
STU-1772,Computer Science,7.59,61,67,2,0,84,0,1,82,70.4,1,Tier 2 Tech,15.41
